Festival,Ano,Dia,Artista,Palco,Tipo de Palco,Nacionalidade
Paredes de Coura,2013,13/08,O Bisonte,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,13/08,Sensible Soccers,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,13/08,Tape Junk,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,13/08,The Filthy Pigs,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,14/08,Alabama Shakes,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,14/08,Bombino,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,14/08,Headbirds,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,14/08,The Discotexas Band,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,14/08,Unknown Mortal Orchestra,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,15/08,Everything Everything,Palco Vodafone,Principal,
Paredes de Coura,2013,15/08,Hot Chip,Palco Vodafone,Principal,
Paredes de Coura,2013,15/08,Jagwar NA,Palco Vodafone,Principal,
Paredes de Coura,2013,15/08,John Talabot,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,15/08,Little Boots,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,15/08,Naco,Palco Jazz na Relva,Secundário,
Paredes de Coura,2013,15/08,The 2 Bears,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,15/08,The Knife,Palco Vodafone,Principal,
Paredes de Coura,2013,15/08,The Vaccines,Palco Vodafone,Principal,
Paredes de Coura,2013,15/08,TOY,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,15/08,Veronica Falls,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,15/08,Widowspeak,Palco Vodafone FM,Secundário,PT
Paredes de Coura,2013,16/08,Citizens!,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,16/08,Cold Cave,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,16/08,Delorean,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,16/08,Echo and the Bunnymen,Palco Vodafone,Principal,
Paredes de Coura,2013,16/08,Iceage,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,16/08,M3,Palco Jazz na Relva,Secundário,
Paredes de Coura,2013,16/08,Noiserv,Palco Vodafone FM,Secundário,PT
Paredes de Coura,2013,16/08,Peace,Palco Vodafone,Principal,
Paredes de Coura,2013,16/08,Simian Mobile Disco,Palco Vodafone,Principal,
Paredes de Coura,2013,16/08,The Glockenwise,Palco Vodafone,Principal,
Paredes de Coura,2013,16/08,The Horrors,Palco Vodafone,Principal,
Paredes de Coura,2013,16/08,Will Saul,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,17/08,Asiwyfa,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,17/08,Bass of Drum of Death,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,17/08,Belle & Sebastian,Palco Vodafone,Principal,
Paredes de Coura,2013,17/08,Black Bombaim,Palco Vodafone,Principal,
Paredes de Coura,2013,17/08,Calexico,Palco Vodafone,Principal,
Paredes de Coura,2013,17/08,Ducktails,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,17/08,Justice,Palco Vodafone,Principal,
Paredes de Coura,2013,17/08,Let The Jam Roll,Palco Jazz na Relva,Secundário,
Paredes de Coura,2013,17/08,Palma Violets,Palco Vodafone,Principal,
Paredes de Coura,2013,17/08,Papercutz,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,17/08,Phosphorescent,Palco Vodafone FM,Secundário,
Paredes de Coura,2013,17/08,XXXY,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,20/08,Capicua,Palco Vodafone,Principal,
Paredes de Coura,2014,20/08,Cage The Elephant,Palco Vodafone,Principal,
Paredes de Coura,2014,20/08,Janelle Monáe,Palco Vodafone,Principal,
Paredes de Coura,2014,20/08,Public Service Broadcasting,Palco Vodafone,Principal,
Paredes de Coura,2014,21/08,Oso Leone,Palco Vodafone,Principal,
Paredes de Coura,2014,21/08,Seasick Steve,Palco Vodafone,Principal,
Paredes de Coura,2014,21/08,Mac De Marco,Palco Vodafone,Principal,
Paredes de Coura,2014,21/08,CHVRCHES,Palco Vodafone,Principal,
Paredes de Coura,2014,21/08,Franz Ferdinand,Palco Vodafone,Principal,
Paredes de Coura,2014,21/08,Fast Eddie Nelson,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,21/08,Panama,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,21/08,Thurston Moore,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,21/08,Thee Oh Sees,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,21/08,White Haus,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,21/08,Ivan Smagghe,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,22/08,Killimanjaro,Palco Vodafone,Principal,
Paredes de Coura,2014,22/08,Linda Martini,Palco Vodafone,Principal,PT
Paredes de Coura,2014,22/08,Conor Oberst,Palco Vodafone,Principal,
Paredes de Coura,2014,22/08,Black Lips,Palco Vodafone,Principal,
Paredes de Coura,2014,22/08,Cut Copy,Palco Vodafone,Principal,
Paredes de Coura,2014,22/08,Dawes,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,22/08,Buck And Glasser,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,22/08,Yuck,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,22/08,Perfect Pussy,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,22/08,Cheatahs,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,22/08,Fort Romeau,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,23/08,Sensible Soccers,Palco Vodafone,Principal,PT
Paredes de Coura,2014,23/08,Kurt Vile & The Violators,Palco Vodafone,Principal,
Paredes de Coura,2014,23/08,The Growlers,Palco Vodafone,Principal,
Paredes de Coura,2014,23/08,Beirut,Palco Vodafone,Principal,
Paredes de Coura,2014,23/08,James Blake,Palco Vodafone,Principal,
Paredes de Coura,2014,23/08,Sequin,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,23/08,The Dodos,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,23/08,Hamilton Leithauser,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,23/08,Goat,Palco Vodafone FM,Secundário,
Paredes de Coura,2014,23/08,James Blake,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,19/08,Blood Red Shoes,Palco Vodafone,Principal,
Paredes de Coura,2015,19/08,Ceremony,Palco Vodafone,Principal,
Paredes de Coura,2015,19/08,DJ Fra,After Hours,Secundário,
Paredes de Coura,2015,19/08,Gala Drop,Palco Vodafone,Principal,
Paredes de Coura,2015,19/08,Slowdive,Palco Vodafone,Principal,
Paredes de Coura,2015,19/08,TV On The Radio,Palco Vodafone,Principal,
Paredes de Coura,2015,20/08,Father John Misty,Palco Vodafone,Principal,
Paredes de Coura,2015,20/08,Hinds,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,20/08,Iceage,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,20/08,Mirror People,After Hours,Secundário,
Paredes de Coura,2015,20/08,Nuno Lopes,After Hours,Secundário,
Paredes de Coura,2015,20/08,Peixe:Avião,Palco Vodafone,Principal,
Paredes de Coura,2015,20/08,Pond,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,20/08,Steve Gunn,Palco Vodafone,Principal,
Paredes de Coura,2015,20/08,Tame Impala,Palco Vodafone,Principal,
Paredes de Coura,2015,20/08,The Legendary Tigerman,Palco Vodafone,Principal,
Paredes de Coura,2015,20/08,White Fence,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,21/08,Allah-Las,Palco Vodafone,Principal,
Paredes de Coura,2015,21/08,Charles Bradley,Palco Vodafone,Principal,
Paredes de Coura,2015,21/08,Grupo de Expertos Solynieve,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,21/08,Mark Lanegan,Palco Vodafone,Principal,
Paredes de Coura,2015,21/08,Merchandise,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,21/08,Nicole Eitner,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,21/08,Richard Fearless,After Hours,Secundário,
Paredes de Coura,2015,21/08,Tanlines,After Hours,Secundário,
Paredes de Coura,2015,21/08,The War on Drugs,Palco Vodafone,Principal,
Paredes de Coura,2015,21/08,Waxahatchee,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,21/08,X-Wife,Palco Vodafone,Principal,
Paredes de Coura,2015,22/08,Banda do Mar,Palco Vodafone,Principal,
Paredes de Coura,2015,22/08,Fuzz,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,22/08,Holy Nothing,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,22/08,Lykke Li,Palco Vodafone,Principal,
Paredes de Coura,2015,22/08,Natalie Prass,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,22/08,Ratatat,Palco Vodafone,Principal,
Paredes de Coura,2015,22/08,Sasha Funke,After Hours,Secundário,
Paredes de Coura,2015,22/08,Sylvan Esso,Palco Vodafone FM,Secundário,
Paredes de Coura,2015,22/08,Temples,Palco Vodafone,Principal,
Paredes de Coura,2015,22/08,The Soft Moon,After Hours,Secundário,
Paredes de Coura,2015,22/08,Woods,Palco Vodafone,Principal,
Paredes de Coura,2016,17/08,Best Youth,Palco Vodafone,Principal,
Paredes de Coura,2016,17/08,Minor Victories,Palco Vodafone,Principal,
Paredes de Coura,2016,17/08,Orelha Negra,Palco Vodafone,Principal,
Paredes de Coura,2016,17/08,Unknown Mortal Orchestra,Palco Vodafone,Principal,
Paredes de Coura,2016,17/08,We Trust,Palco Vodafone,Principal,
Paredes de Coura,2016,18/08,Algiers,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,18/08,Bed Legs,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,18/08,Box to Box,Palco Jazz,Secundário,
Paredes de Coura,2016,18/08,Branko e Rastronaut,After Hours,Secundário,
Paredes de Coura,2016,18/08,Burn River Sessions,Palco Jazz,Secundário,
Paredes de Coura,2016,18/08,Joana Serrat,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,18/08,LCD Soundsystem,Palco Vodafone,Principal,
Paredes de Coura,2016,18/08,Poesia,Palco Jazz,Secundário,
Paredes de Coura,2016,18/08,Ryley Walker,Palco Vodafone,Principal,
Paredes de Coura,2016,18/08,Samuel Úria & Gisela João,Palco Jazz,Secundário,
Paredes de Coura,2016,18/08,Shura,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,18/08,Sleaford Mods,Palco Vodafone,Principal,
Paredes de Coura,2016,18/08,Suuns,After Hours,Secundário,
Paredes de Coura,2016,18/08,Thee Oh Sees,Palco Vodafone,Principal,
Paredes de Coura,2016,18/08,Vodafone Vozes da Escrita,Palco Jazz,Secundário,
Paredes de Coura,2016,18/08,Whitney,Palco Vodafone,Principal,
Paredes de Coura,2016,19/08,Adolfo Luxúria Canibal & Capicua,Palco Jazz,Secundário,
Paredes de Coura,2016,19/08,Burn River Sessions,Palco Jazz,Secundário,
Paredes de Coura,2016,19/08,Cage The Elephant,Palco Vodafone,Principal,
Paredes de Coura,2016,19/08,Crocodiles,Palco Vodafone,Principal,
Paredes de Coura,2016,19/08,First Breath After Coma,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,19/08,Jacco Gardner,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,19/08,Kevin Morby,Palco Vodafone,Principal,
Paredes de Coura,2016,19/08,King Gizzard & The Lizard Wizard,Palco Vodafone,Principal,
Paredes de Coura,2016,19/08,Moullinex,After Hours,Secundário,
Paredes de Coura,2016,19/08,Nega Jaci,Palco Jazz,Secundário,
Paredes de Coura,2016,19/08,Poesia,Palco Jazz,Secundário,
Paredes de Coura,2016,19/08,Psychic Ills,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,19/08,Sean Riley & The Slowriders,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,19/08,The Vaccines,Palco Vodafone,Principal,
Paredes de Coura,2016,19/08,The Vaccines,After Hours,Secundário,
Paredes de Coura,2016,19/08,Vodafone Vozes da Escrita,Palco Jazz,Secundário,
Paredes de Coura,2016,20/08,Burn River Sessions,Palco Jazz,Secundário,
Paredes de Coura,2016,20/08,Capitão Fausto,Palco Vodafone,Principal,PT
Paredes de Coura,2016,20/08,CHVRCHES,Palco Vodafone,Principal,
Paredes de Coura,2016,20/08,Cigarettes After Sex,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,20/08,Filho da Mãe & Ricardo Martins,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,20/08,Gileno Santana & Tuniko Goulart,Palco Jazz,Secundário,
Paredes de Coura,2016,20/08,Grandfather's House,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,20/08,Lust for Youth,After Hours,Secundário,
Paredes de Coura,2016,20/08,Matias Aguayo,After Hours,Secundário,
Paredes de Coura,2016,20/08,Motorama,Palco Vodafone FM,Secundário,
Paredes de Coura,2016,20/08,Poesia,Palco Jazz,Secundário,
Paredes de Coura,2016,20/08,Portugal. The Man,Palco Vodafone,Principal,
Paredes de Coura,2016,20/08,The Last Internationale,Palco Vodafone,Principal,
Paredes de Coura,2016,20/08,The Tallest Man on Earth,Palco Vodafone,Principal,
Paredes de Coura,2017,16/08,Beak,Palco Vodafone,Principal,
Paredes de Coura,2017,16/08,Escola do Rock,Palco Vodafone,Principal,
Paredes de Coura,2017,16/08,Future Islands,Palco Vodafone,Principal,
Paredes de Coura,2017,16/08,Kate Tempest,Palco Vodafone,Principal,
Paredes de Coura,2017,16/08,Mão Morta,Palco Vodafone,Principal,
Paredes de Coura,2017,16/08,The Wedding Present,Palco Vodafone,Principal,
Paredes de Coura,2017,17/08,At the Drive In,Palco Vodafone,Principal,
Paredes de Coura,2017,17/08,Car Seat Headrest,Palco Vodafone,Principal,
Paredes de Coura,2017,17/08,H09909,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,17/08,Jambinai,After-Hours,Secundário,
Paredes de Coura,2017,17/08,King Krule,Palco Vodafone,Principal,
Paredes de Coura,2017,17/08,Marvin & Guy,After-Hours,Secundário,
Paredes de Coura,2017,17/08,Nick Murphy,Palco Vodafone,Principal,
Paredes de Coura,2017,17/08,Nothing,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,17/08,Sunflower Bean,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,17/08,Timber Timbre,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,17/08,YCWCB,Palco Vodafone,Principal,
Paredes de Coura,2017,18/08,Andy Shauf,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,18/08,BadBadNotGood,Palco Vodafone,Principal,
Paredes de Coura,2017,18/08,Beach House,Palco Vodafone,Principal,
Paredes de Coura,2017,18/08,Bruno Pernadas,Palco Vodafone,Principal,
Paredes de Coura,2017,18/08,Cave Story,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,18/08,Japandroids,Palco Vodafone,Principal,
Paredes de Coura,2017,18/08,Moon Duo,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,18/08,Octa Push,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,18/08,Red Axes,After-Hours,Secundário,
Paredes de Coura,2017,18/08,Roosevelt,After-Hours,Secundário,
Paredes de Coura,2017,18/08,Young Fathers,Palco Vodafone,Principal,
Paredes de Coura,2017,19/08,Alex Cameron,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,19/08,Benjamin Clementine,Palco Vodafone,Principal,
Paredes de Coura,2017,19/08,Foals,Palco Vodafone,Principal,
Paredes de Coura,2017,19/08,Foxygen,Palco Vodafone,Principal,
Paredes de Coura,2017,19/08,Lightning Bolt,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,19/08,Manel Cruz,Palco Vodafone,Principal,
Paredes de Coura,2017,19/08,Nuno Lopes,After-Hours,Secundário,
Paredes de Coura,2017,19/08,Throes + The Shine,After-Hours,Secundário,
Paredes de Coura,2017,19/08,Toulouse,Palco Vodafone FM,Secundário,
Paredes de Coura,2017,19/08,Ty Segall,Palco Vodafone,Principal,
Paredes de Coura,2017,19/08,White Haus,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,15/08,Conan Osiris,After-Hours,Secundário,
Paredes de Coura,2018,15/08,Grandfather’s House,Palco Vodafone,Principal,
Paredes de Coura,2018,15/08,King Gizzard & The Lizard Wizard,Palco Vodafone,Principal,
Paredes de Coura,2018,15/08,Linda Martini,Palco Vodafone,Principal,
Paredes de Coura,2018,15/08,Marlon Williams,Palco Vodafone,Principal,
Paredes de Coura,2018,15/08,Nuno Lopes,After-Hours,Secundário,
Paredes de Coura,2018,15/08,The Blaze,Palco Vodafone,Principal,
Paredes de Coura,2018,16/08,Confidence Man,After-Hours,Secundário,
Paredes de Coura,2018,16/08,Fleet Foxes,Palco Vodafone,Principal,
Paredes de Coura,2018,16/08,Fugly,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,16/08,Japanese Breakfast,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,16/08,Jungle,Palco Vodafone,Principal,
Paredes de Coura,2018,16/08,Shame,Palco Vodafone,Principal,
Paredes de Coura,2018,16/08,Surma,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,16/08,The Legendary Tigerman,Palco Vodafone,Principal,
Paredes de Coura,2018,16/08,The Mystery Lights,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,16/08,X-Wife,Palco Vodafone,Principal,
Paredes de Coura,2018,16/08,Young Marco,After-Hours,Secundário,
Paredes de Coura,2018,17/08,…And You Will Know Us By The Trail Of Dead,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,17/08,DIIV,Palco Vodafone,Principal,
Paredes de Coura,2018,17/08,Frankie Cosmos,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,17/08,Imarhan,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,17/08,Kevin Morby,Palco Vodafone,Principal,
Paredes de Coura,2018,17/08,Lauer,After-Hours,Secundário,
Paredes de Coura,2018,17/08,Lucy Dacus,Palco Vodafone,Principal,
Paredes de Coura,2018,17/08,Pussy Riot,After-Hours,Secundário,
Paredes de Coura,2018,17/08,Skepta,Palco Vodafone,Principal,
Paredes de Coura,2018,17/08,Slowdive,Palco Vodafone,Principal,
Paredes de Coura,2018,17/08,Smartini,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,18/08,Arcade Fire,Palco Vodafone,Principal,
Paredes de Coura,2018,18/08,Big Thief,Palco Vodafone,Principal,
Paredes de Coura,2018,18/08,Curtis Harding,Palco Vodafone,Principal,
Paredes de Coura,2018,18/08,Dead Combo c/ Mark Lanegan,Palco Vodafone,Principal,
Paredes de Coura,2018,18/08,Dear Telephone,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,18/08,DJ Kitten,After-Hours,Secundário,
Paredes de Coura,2018,18/08,Ermo,After-Hours,Secundário,
Paredes de Coura,2018,18/08,Keep Razors Sharp,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,18/08,Myles Sanko,Palco Vodafone,Principal,
Paredes de Coura,2018,18/08,Ninos Du Brasil,After-Hours,Secundário,
Paredes de Coura,2018,18/08,Silva,Palco Vodafone FM,Secundário,
Paredes de Coura,2018,18/08,Yasmine Hamdan,Palco Vodafone FM,Secundário,
Paredes de Coura,2019,14/08,Bed Legs,Palco Vodafone,Principal,
Paredes de Coura,2019,14/08,Boogarins,Palco Vodafone,Principal,
Paredes de Coura,2019,14/08,Julia Jacklin,Palco Vodafone,Principal,
Paredes de Coura,2019,14/08,Kokoko!,After-Hours,Secundário,
Paredes de Coura,2019,14/08,Nuno Lopes,After-Hours,Secundário,
Paredes de Coura,2019,14/08,Parcels,Palco Vodafone,Principal,
Paredes de Coura,2019,14/08,The National,Palco Vodafone,Principal,
Paredes de Coura,2019,15/08,Acid Arab,After-Hours,Secundário,
Paredes de Coura,2019,15/08,Alvvways,Palco Vodafone,Principal,
Paredes de Coura,2019,15/08,Avi Buffalo,Palco Vodafone FM,Principal,
Paredes de Coura,2019,15/08,Boy Pablo,Palco Vodafone FM,Principal,
Paredes de Coura,2019,15/08,Capitão Fausto,Palco Vodafone,Principal,
Paredes de Coura,2019,15/08,Car Seat Headrest,Palco Vodafone,Principal,
Paredes de Coura,2019,15/08,Cave Story,Palco Vodafone FM,Principal,
Paredes de Coura,2019,15/08,Khruangbin,Palco Vodafone,Principal,
Paredes de Coura,2019,15/08,Krystal Klear,After-Hours,Secundário,
Paredes de Coura,2019,15/08,New Order,Palco Vodafone,Principal,
Paredes de Coura,2019,15/08,Stella Donnely,Palco Vodafone FM,Principal,
Paredes de Coura,2019,16/08,Balthazar,Palco Vodafone FM,Principal,
Paredes de Coura,2019,16/08,Black Midi,Palco Vodafone FM,Principal,
Paredes de Coura,2019,16/08,Connan Mockasin,Palco Vodafone FM,Principal,
Paredes de Coura,2019,16/08,Deerhunter,Palco Vodafone,Principal,
Paredes de Coura,2019,16/08,Derby Motoreta's Burrito Kachimba,Palco Vodafone FM,Principal,
Paredes de Coura,2019,16/08,Father John Misty,Palco Vodafone,Principal,
Paredes de Coura,2019,16/08,First Breath After Coma,Palco Vodafone,Principal,
Paredes de Coura,2019,16/08,Jonathan Wilson,Palco Vodafone,Principal,
Paredes de Coura,2019,16/08,Peaking Lights,After-Hours,Secundário,
Paredes de Coura,2019,16/08,Romare,After-Hours,Secundário,
Paredes de Coura,2019,16/08,Spiritualized,Palco Vodafone,Principal,
Paredes de Coura,2019,17/08,Alice Phoebe Lou,Palco Vodafone FM,Principal,
Paredes de Coura,2019,17/08,Flohio,After-Hours,Secundário,
Paredes de Coura,2019,17/08,Freddie Gibbs & Madlib,Palco Vodafone,Principal,
Paredes de Coura,2019,17/08,Ganso,Palco Vodafone,Principal,
Paredes de Coura,2019,17/08,Jayda G,After-Hours,Secundário,
Paredes de Coura,2019,17/08,Kamaal Williams,Palco Vodafone FM,Principal,
Paredes de Coura,2019,17/08,Mitski,Palco Vodafone,Principal,
Paredes de Coura,2019,17/08,Patti Smith,Palco Vodafone,Principal,
Paredes de Coura,2019,17/08,Sensible Soccers,Palco Vodafone FM,Principal,
Paredes de Coura,2019,17/08,Suede,Palco Vodafone,Principal,
Paredes de Coura,2019,17/08,Time For T,Palco Vodafone FM,Principal,
Rock In Rio,2010,21/5,Azeitonas & António Zambujo,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,21/5,Boss Ac & Yuri da Cunha,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,21/5,Chris Lake,Tenda Electrónica,Secundário,
Rock In Rio,2010,21/5,Diego Miranda,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,21/5,Oquestrada,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,21/5,Soul_Mates feat Pedro Tabuada & King Bizz,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,22/5,2manydjs,Palco Mundo,Principal,
Rock In Rio,2010,22/5,Drop The Lime,Tenda Electrónica,Secundário,
Rock In Rio,2010,22/5,Elton John,Palco Mundo,Principal,
Rock In Rio,2010,22/5,Jamie XX,Tenda Electrónica,Secundário,
Rock In Rio,2010,22/5,João Pedro Pais,Palco Mundo,Principal,PT
Rock In Rio,2010,22/5,Leona Lewis,Palco Mundo,Principal,
Rock In Rio,2010,22/5,Major Lazer,Tenda Electrónica,Secundário,
Rock In Rio,2010,22/5,Rui Veloso & Maria Rita + Toni Garrido,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,22/5,Soulbizness,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,22/5,Tim & Mariza,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,22/5,Trovante,Palco Mundo,Principal,PT
Rock In Rio,2010,22/5,Zombie Kids Feat. Aqeel,Tenda Electrónica,Secundário,
Rock In Rio,2010,22/5,Zombies For Money,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,27/5,Expensive Soul & Bluey / Incognito + Omar,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,27/5,Gui Boratto,Tenda Electrónica,Secundário,
Rock In Rio,2010,27/5,John Digweed,Tenda Electrónica,Secundário,
Rock In Rio,2010,27/5,Jorge Palma & Zeca Baleiro,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,27/5,Miguel Quintão,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,27/5,Muse,Palco Mundo,Principal,
Rock In Rio,2010,27/5,Nu Soul Family & Julie McKnight,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,27/5,Snow Patrol,Palco Mundo,Principal,
Rock In Rio,2010,27/5,Sum 41,Palco Mundo,Principal,
Rock In Rio,2010,27/5,Tha Bloody Bastards feat Mad Mac e Nuno Lopes,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,27/5,The Twelves,Tenda Electrónica,Secundário,
Rock In Rio,2010,27/5,Xutos & Pontapés,Palco Mundo,Principal,PT
Rock In Rio,2010,29/5,Amy Macdonald,Palco Mundo,Principal,
Rock In Rio,2010,29/5,Audiofly,Tenda Electrónica,Secundário,
Rock In Rio,2010,29/5,D’ZRT,Palco Mundo,Principal,PT
Rock In Rio,2010,29/5,Davide Squillace,Tenda Electrónica,Secundário,
Rock In Rio,2010,29/5,DJ Vibe,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,29/5,Dubfire,Tenda Electrónica,Secundário,
Rock In Rio,2010,29/5,Lúcia Moniz & Mister Lizard,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,29/5,Luís Represas & Martinho da Vila,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,29/5,McFly,Palco Mundo,Principal,
Rock In Rio,2010,29/5,Miley Cyrus,Palco Mundo,Principal,
Rock In Rio,2010,29/5,Tiago Bettencourt,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,29/5,Tó Ricciardi,Tenda Electrónica,Secundário,PT
Rock In Rio,2010,30/05,Fingertips,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,30/05,Green Velvet (live),Tenda Electrónica,Secundário,
Rock In Rio,2010,30/05,Heartbreakerz,Tenda Electrónica,Secundário,
Rock In Rio,2010,30/05,Jiggy,Tenda Electrónica,Secundário,
Rock In Rio,2010,30/05,Jim Masters,Tenda Electrónica,Secundário,
Rock In Rio,2010,30/05,Megadeath,Palco Mundo,Principal,
Rock In Rio,2010,30/05,More Than A Thousand,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,30/05,Motorhead,Palco Mundo,Principal,
Rock In Rio,2010,30/05,Paul Ritch (Live),Tenda Electrónica,Secundário,
Rock In Rio,2010,30/05,Rammstein,Palco Mundo,Principal,
Rock In Rio,2010,30/05,Ramp & Hail,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2010,30/05,Soulfly,Palco Mundo,Principal,
Rock In Rio,2010,30/05,Speedy J (Live),Tenda Electrónica,Secundário,
Rock In Rio,2010,6/6,Calvin Harris,Tenda Electrónica,Secundário,
Rock In Rio,2010,6/6,Deadmau5,Tenda Electrónica,Secundário,
Rock In Rio,2010,6/6,Ivete Sangalo,Palco Mundo,Principal,
Rock In Rio,2010,6/6,John Mayer,Palco Mundo,Principal,
Rock In Rio,2010,6/6,Mariza,Palco Mundo,Principal,
Rock In Rio,2010,6/6,Shakira,Palco Mundo,Principal,
Rock In Rio,2012,01/06,Boss Ac & Zé Ricardo + Paulo Lima,Palco Sunset Rock In Rio,Secundário,PT
Rock In Rio,2012,01/06,Dyed Soundorom,Tenda Electrónica,Secundário,
Rock In Rio,2012,01/06,Expensive Soul,Palco Mundo,Principal,
